searge,name,side,desc
func_147107_h,isFramerateLimitBelowMax,2,Checks if this minecraft is framerate limit below max.
func_147108_a,displayGuiScreen,2,Sets the argument GuiScreen as the main (topmost visible) screen.
func_147110_a,getFramebuffer,2,Gets the framebuffer of this minecraft.
func_147111_S,isJava64bit,2,Checks if this minecraft is java64bit.
func_147114_u,getNetHandler,2,Gets the net handler of this minecraft.
func_147117_R,getTextureMapBlocks,2,Gets the texture map blocks of this minecraft.
func_147118_V,getSoundHandler,2,Gets the sound handler of this minecraft.
func_147119_ah,updateFramebufferSize,2,Method to update framebuffer size on this minecraft.
func_147122_X,isJvm64bit,2,Checks if this minecraft is jvm64bit.
func_147149_a,saveToFile,2,Saves this CrashReport to the given file and returns a value indicating whether we were successful at doing so.
func_147155_a,getCategoryName,2,Gets the category name of this sound category.
func_147156_b,getCategoryId,2,Gets the category ID of this sound category.
func_147172_a,isUUIDString,2,Determines whether or not the given parameter can be parsed as a UUID.
func_147173_b,tryGetUUIDFromString,2,"Parses the given string as a UUID, or returns null if the string could not be parsed."
func_147177_a,joinNiceString,2,"Creates a linguistic series joining the input chat components.  Examples: 1) {} --> """",  2) {""Steve""} --> ""Steve"",  3) {""Steve"", ""Phil""} --> ""Steve and Phil"",  4) {""Steve"", ""Phil"", ""Mark""} --> ""Steve, Phil and Mark"""
func_147179_f,getItemByText,2,"Gets the Item specified by the given text string.  First checks the item registry, then tries by parsing the string as an integer ID (deprecated).  Warns the sender if we matched by parsing the ID.  Throws if the item wasn't found.  Returns the item if it was found."
func_147180_g,getBlockByText,2,"Gets the Block specified by the given text string.  First checks the block registry, then tries by parsing the string as an integer ID (deprecated).  Warns the sender if we matched by parsing the ID.  Throws if the block wasn't found.  Returns the block if it was found."
func_147231_a,onDisconnect,2,"Invoked when disconnecting, the parameter is a ChatComponent describing the reason for termination"
func_147232_a,onConnectionStateTransition,2,"Allows validation of the connection state transition. Parameters: from, to (connection state). Typically throws IllegalStateException or UnsupportedOperationException if validation fails"
func_147233_a,onNetworkTick,2,For scheduled network tasks. Used in NetHandlerPlayServer to send keep-alive packets and in NetHandlerLoginServer for a login-timeout
func_147234_a,handleBlockChange,2,Updates the block and metadata and generates a blockupdate (and notify the clients)
func_147235_a,handleSpawnObject,2,Spawns an instance of the objecttype indicated by the packet and sets its position and momentum
func_147236_a,handleEntityStatus,2,"Invokes the entities' handleUpdateHealth method which is implemented in LivingBase (hurt/death), MinecartMobSpawner (spawn delay), FireworkRocket & MinecartTNT (explosion), IronGolem (throwing,...), Witch (spawn particles), Zombie (villager transformation), Animal (breeding mode particles), Horse (breeding/smoke particles), Sheep (...), Tameable (...), Villager (particles for breeding mode, angry and happy), Wolf (...)"
func_147237_a,handleSpawnPlayer,2,"Handles the creation of a nearby player entity, sets the position and held item"
func_147238_a,handleDestroyEntities,2,"Locally eliminates the entities. Invoked by the server when the items are in fact destroyed, or the player is no longer registered as required to monitor them. The latter  happens when distance between the player and item increases beyond a certain treshold (typically the viewing distance)"
func_147239_a,handleConfirmTransaction,2,Verifies that the server and client are synchronized with respect to the inventory/container opened by the player and confirms if it is the case.
func_147240_a,handleCustomPayload,2,"Handles packets that have room for a channel specification. Vanilla implemented channels are ""MC|TrList"" to acquire a MerchantRecipeList trades for a villager merchant, ""MC|Brand"" which sets the server brand? on the player instance and finally ""MC|RPack"" which the server uses to communicate the identifier of the default server resourcepack for the client to load."
func_147241_a,handleWindowItems,2,Handles the placement of a specified ItemStack in a specified container/inventory slot
func_147242_a,handleEntityEquipment,2,Method to handle entity equipment on this i net handler play client.
func_147243_a,handleEntityAttach,2,Method to handle entity attach on this i net handler play client.
func_147244_a,handleEntityVelocity,2,Sets the velocity of the specified entity to the specified value
func_147245_a,handleWindowProperty,2,Sets the progressbar of the opened window to the specified value
func_147246_a,handleCollectItem,2,Method to handle collect item on this i net handler play client.
func_147247_a,handleTeams,2,"Updates a team managed by the scoreboard: Create/Remove the team registration, Register/Remove the player-team-memberships, Set team displayname/prefix/suffix and/or whether friendly fire is enabled"
func_147248_a,handleUpdateSign,2,Updates a specified sign with the specified text lines
func_147249_a,handleUpdateHealth,2,Method to handle update health on this i net handler play client.
func_147250_a,handleUpdateScore,2,Either updates the score with a specified value or removes the score for an objective
func_147251_a,handleChat,2,Prints a chatmessage in the chat GUI
func_147252_a,handleChangeGameState,2,Method to handle change game state on this i net handler play client.
func_147253_a,handleDisconnect,2,Closes the network channel
func_147254_a,handleDisplayScoreboard,2,"Removes or sets the ScoreObjective to be displayed at a particular scoreboard position (list, sidebar, below name)"
func_147255_a,handleSoundEffect,2,Method to handle sound effect on this i net handler play client.
func_147256_a,handlePlayerListItem,2,Method to handle player list item on this i net handler play client.
func_147257_a,handleHeldItemChange,2,Updates which hotbar slot of the player is currently selected
func_147258_a,handlePlayerPosLook,2,"Handles changes in player positioning and rotation such as when travelling to a new dimension, (re)spawning, mounting horses etc. Seems to immediately reply to the server with the clients post-processing perspective on the player positioning"
func_147259_a,handleEntityMovement,2,"Updates the specified entity's position by the specified relative moment and absolute rotation. Note that subclassing of the packet allows for the specification of a subset of this data (e.g. only rel. position, abs. rotation or both)."
func_147260_a,handleEntityEffect,2,Method to handle entity effect on this i net handler play client.
func_147261_a,handleBlockAction,2,"Triggers Block.onBlockEventReceived, which is implemented in BlockPistonBase for extension/retraction, BlockNote for setting the instrument (including audiovisual feedback) and in BlockContainer to set the number of players accessing a (Ender)Chest"
func_147262_a,handleRemoveEntityEffect,2,Method to handle remove entity effect on this i net handler play client.
func_147263_a,handleChunkData,2,"Updates the specified chunk with the supplied data, marks it for re-rendering and lighting recalculation"
func_147264_a,handleMaps,2,Updates the worlds MapStorage with the specified MapData for the specified map-identifier and invokes a MapItemRenderer for it
func_147265_a,handleOpenWindow,2,"Displays a GUI by ID. In order starting from id 0: Chest, Workbench, Furnace, Dispenser, Enchanting table, Brewing stand, Villager merchant, Beacon, Anvil, Hopper, Dropper, Horse"
func_147266_a,handleSetSlot,2,Handles pickin up an ItemStack or dropping one in your inventory or an open (non-creative) container
func_147267_a,handleEntityHeadLook,2,"Updates the direction in which the specified entity is looking, normally this head rotation is independent of the rotation of the entity itself"
func_147268_a,handleSignEditorOpen,2,Creates a sign in the specified location if it didn't exist and opens the GUI to edit its text
func_147269_a,handleMapChunkBulk,2,Method to handle map chunk bulk on this i net handler play client.
func_147270_a,handlePlayerAbilities,2,Method to handle player abilities on this i net handler play client.
func_147271_a,handleSpawnPosition,2,Method to handle spawn positionition on this i net handler play client.
func_147272_a,handleKeepAlive,2,Method to handle keep alive on this i net handler play client.
func_147273_a,handleUpdateTileEntity,2,"Updates the NBTTagCompound metadata of instances of the following entitytypes: Mob spawners, command blocks, beacons, skulls, flowerpot"
func_147274_a,handleTabComplete,2,Displays the available command-completion options the server knows of
func_147275_a,handleEntityTeleport,2,Updates an entity's position and rotation as specified by the packet
func_147276_a,handleCloseWindow,2,Resets the ItemStack held in hand and closes the window that is opened
func_147277_a,handleEffect,2,Method to handle effect on this i net handler play client.
func_147278_a,handleUseBed,2,"Retrieves the player identified by the packet, puts him to sleep if possible (and flags whether all players are asleep)"
func_147279_a,handleAnimation,2,"Renders a specified animation: Waking up a player, a living entity swinging its currently held item, being hurt or receiving a critical hit by normal or magical means"
func_147280_a,handleRespawn,2,Method to handle respawn on this i net handler play client.
func_147281_a,handleSpawnMob,2,"Spawns the mob entity at the specified location, with the specified rotation, momentum and type. Updates the entities Datawatchers with the entity metadata specified in the packet"
func_147282_a,handleJoinGame,2,"Registers some server properties (gametype,hardcore-mode,terraintype,difficulty,player limit), creates a new WorldClient and sets the player initial dimension"
func_147283_a,handleExplosion,2,"Initiates a new explosion (sound, particles, drop spawn) for the affected blocks indicated by the packet."
func_147284_a,handleEntityMetadata,2,Invoked when the server registers new proximate objects in your watchlist or when objects in your watchlist have changed -> Registers any changes locally
func_147285_a,handleTimeUpdate,2,Method to handle time update on this i net handler play client.
